Avaliação;Rede;Ano Escolar;Componente Curricular;Município;Escola;Código da Turma;Turma;Previstos;Avaliados;Avaliados (%);Proficiência Média;Defasagem;Aprendizado intermediário;Aprendizado adequado;H 01 (%);H 02 (%);H 03 (%);H 04 (%);H 05 (%);H 06 (%);H 07 (%);H 08 (%);H 09 (%);H 10 (%);H 11 (%);H 12 (%);H 13 (%)
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF VER CARLOS PESSOA DE BRUM; 21912411500001287;36;28;23;82;45;45%;15%;40%;70;73;70;80;55;70;90;43;63;30;50;75;65
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF VER MARTIM ARANHA; 21912411500001320;31;25;24;96;35;43%;35%;22%;63;82;66;77;59;59;64;41;64;38;48;70;41
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF VER MARTIM ARANHA; 21912411500001321;32;26;18;69;53;24%;41%;35%;91;91;88;82;62;76;82;26;59;53;68;65;41
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF VER MARTIM ARANHA; 21912411500001322;33;25;18;72;17;71%;24%;6%;68;12;41;53;50;50;76;18;50;41;62;47;32
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF VILA MONTE CRISTO; 21912411500001349;31;23;20;87;49;25%;45%;30%;68;98;98;100;71;73;85;30;50;30;75;74;35
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF VILA MONTE CRISTO; 21912411500001350;32;24;22;92;47;36%;18%;45%;66;75;86;75;66;67;75;43;57;55;69;50;48
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF VILA MONTE CRISTO; 21912411500001351;33;23;22;96;41;48%;19%;33%;74;79;88;81;60;48;55;40;40;45;55;60;48
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF VILA MONTE CRISTO; 21912411500001352;34;21;19;90;48;35%;35%;29%;88;91;94;100;59;53;76;65;44;18;53;71;50
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF WENCESLAU FONTOURA; 21912411500001384;31;23;20;87;46;30%;30%;40%;63;90;90;90;53;68;60;35;60;47;70;65;45
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF WENCESLAU FONTOURA; 21912411500001385;32;25;21;84;70;14%;19%;67%;86;95;95;95;71;86;90;40;69;43;86;76;55
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF WENCESLAU FONTOURA; 21912411500001386;33;26;25;96;41;28%;52%;20%;78;90;84;80;50;68;58;32;48;28;52;60;44
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEF WENCESLAU FONTOURA; 21912411500001387;34;28;26;93;50;33%;29%;38%;88;92;90;83;69;75;71;42;44;17;73;68;35
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEM EMILIO MEYER; 21912411500001416;31;21;17;81;45;29%;47%;24%;74;91;88;65;62;74;82;26;32;24;59;53;50
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEM EMILIO MEYER; 21912411500001417;32;22;18;82;50;31%;31%;38%;75;84;91;88;69;69;88;50;44;31;66;63;50
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEM EMILIO MEYER; 21912411500001418;33;25;17;68;49;41%;24%;35%;79;91;88;88;68;59;76;38;47;29;59;71;50
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;EMEM EMILIO MEYER; 21912411500001419;34;20;18;90;38;56%;13%;31%;53;84;72;81;59;59;69;28;44;27;59;56;50
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;ESC EST ENS FUN PROFESSORA LEOPOLDA BARNEWITZ; 21912411500001442;31;20;20;100;85;0%;20%;80%;88;98;95;100;88;88;95;65;93;85;85;85;73
PROVA PORTO ALEGRE - 1ª AVALIAÇÃO FORMATIVA 2026;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;PORTO ALEGRE;ESC EST ENS FUN PROFESSORA LEOPOLDA BARNEWITZ; 21912411500001443;32;19;19;100;79;6%;17%;78%;78;83;86;100;97;94;83;69;64;61;89;94;64
